idx	french
1000	Modissa ricane.
1001	« Je vais devoir aller mettre tout ça en branle. Les dieux savent qu'on a assez à faire. »
1002	Jehanne lui tape dans le dos. « T'en fais pas ! Je fonce préparer la machine ! »
1003	« Ouais, et je peux t'aider sur la surface de copie, Modissa. »
1004	« Bien. Hé, Rollo », dit-elle en s'approchant de lui. « Jehanne reviendra dans une heure pour rendre les documents. Tu nous feras confiance jusque-là, pas vrai ? »
1005	Face à face, Rollo baisse les yeux vers la fille, une question sur le visage.
1006	« Hm ? Pourquoi tu me regardes comme ça ? »
1007	Il serre la mâchoire et détourne le regard.
1008	« Je te fais confiance, Modissa. »
1009	« Et, euh... »
1010	« Merci pour ça. »
1011	Il tend une main.
1012	Elle la regarde, et rajuste ses lunettes.
1013	Elle saisit sa main, la serrant.
1014	« Maintenant allons-y ! <i>Skynda, skynda</i> ! »
1015	Les filles partent en hâte, te laissant avec les quatre gars sous le choc.
1016	« Bon. »
1017	« Voilà. »
1018	« Merci à vous aussi, Clerc. »
1019	« Vous avez... vraiment changé cette cité en mieux, j'en suis sûr. »
1020	Le grand gamin lève les poings en l'air. « ...Ouais ! »
1021	« Oh oui », marmonne Urth-Nisse, en faisant jaillir une flamme d'un claquement de doigts.
1022	« Cool », dit le petit gamin à l'arrière. « On va être coincés ici une heure, pas vrai ? »
1023	« Probablement, ouais. »
1024	« Et, euh... on veillera à considérer cette recommandation pour la Garde-d'Urth. C'est sûr. »
1025	« Espérons que vous foiriez pas ça, les gars. »
1026	« Soyez prudents dehors, les gars. »
1027	Le gamin dégingandé te fusille du regard. « ...Incendiaire ? C'est quoi ce délire, mec... »
1028	« Oh, jamais on ferait ça ! »
1029	Ils rient.
1030	Rollo te fait un pouce en l'air.
1031	« Bon, on va rester encore un peu, alors... il vous faut autre chose ? »
1032	« Obligez-nous. »
1033	Ton compagnon recule d'un pas. « Éclate-les, champion. »
1034	Lancer l'initiative.
1035	« Euh- euh- euh », marmonne le grand gamin en se levant de son siège.
1036	« On fait vraiment ça ? »
1037	Une flamme s'allume dans sa main.
1038	Une magie faible. Mais dangereuse quand même.
1039	« Vous pouvez pas... nous dire quoi faire ! »
1040	Le grand fait un pas en avant, et te pousse.
1041	Sa légère poussée suffit à te vider l'air des poumons.
1042	DIEUX, PRENEZ GARDE.
1043	LE GARÇON EST FAIT DE FER.
1044	Le gamin silencieux regarde autour, et voit un bâton.
1045	« Je savais que ça arriverait... » marmonne-t-il, en le balançant derrière toi.
1046	Il te l'abat sur la tête.
1047	« Oh. Merde. »
1048	Le gamin dégingandé achève sa tentative de tour de magie.
1049	Un Trait de Feu.
1050	DOULEUR.
1051	Il projette l'étincelle à travers la pièce, te touchant au bras.
1052	« <b>Ouais</b> ! »
1053	Ta cotte de mailles... est <b>calcinée</b>.
1054	« Vous avez pas le droit de juste venir ici... et nous dire quoi faire. »
1055	« Vous êtes un agent de la corruption. La cité n'a pas besoin de vous ! »
1056	Il s'avance dans un rugissement, et te décoche un coup.
1057	La tête haute.
1058	À toiser ces jeunots effrontés.
1059	Ils t'entendront.
1060	Tu trembles.
1061	Ces jeunes violents t'encerclent.
1062	Tu dois être prudent.
1063	Les menacer.
1064	Compatir avec eux.
1065	« Non ? »
1066	« Ouais. Fais donc ça. »
1067	Il jette un regard nerveux à ses amis.
1068	Ils ont tous l'air effrayés.
1069	Ils écouteront si tu parles.
1070	Ils craignent ta puissance.
1071	Mais ils lutteront quand même contre ta tyrannie, aussi insensé que ce soit.
1072	Le sort s'éteint devant le garçon qui cligne des yeux, tandis qu'il lâche un ricanement surpris.
1073	« C'était... de la magie ? »
1074	Il a résisté. Comme c'est agaçant.
1075	Plus qu'une chose à faire maintenant.
1076	Un pas vers le gamin blond.
1077	(Lui attraper le cou.)
1078	« Gah... ! Qu'est-ce que vous... ? »
1079	« Espèce d'idiot ! »
1080	Il te fixe, les yeux écarquillés.
1081	« Vous finirez tous au cachot si vous continuez ces conneries ! »
1082	« D-d'accord. »
1083	(Le lâcher.) « Bien. Maintenant... »
1084	Tu as leur attention.
1085	Les quatre gars te regardent, la peur (et un peu de respect) dans leurs yeux exorbités.
1086	Fais-le.
1087	Guide-les vers l'avenir.
1088	« Il est temps pour vous de prendre une décision. »
