idx	french
0	Snell regarde en avant dans la file.
1	« Ça va prendre un moment. »
2	« T'es sûr que t'as fini de fouiner ? »
3	« Je recommanderais qu'on fasse notre rapport à Dame Sageleaf avant de faire la queue, mais... »
4	Il y a une intonation <i>lourde</i> dans sa voix quand il te parle.
5	Sa voix est étrange. <i>Grave</i>.
6	« Si tu sens que t'as fini. »
7	Ça va lui manquer.
8	Le gobelin est tout à fait d'accord pour enchaîner encore quelques conversations avec des gens au hasard.
9	Avant que tu ne <i>fasses le nécessaire</i>.
10	Ça a été une sacrée quête.
11	Un défi pour n'importe quel mortel. Mais pas pour toi.
12	Encore un boulot dans la poche !
13	Et comment.
14	L'heure est venue.
15	La FIN est PROCHE.
16	« Ouais. J'ai pas envie de parler à plus de gens. Attendons dans la file. »
17	(Attendre jusqu'à 12:00.)
18	E-Non. J'ai encore des trucs à faire. (Partir et fouiller encore un peu.)
19	« C'est ça. J'irai probablement faire quelques courses en attendant. Mais vas-y. »
20	« Ce stéréotype sur les humains qui adorent faire la queue... c'est en fait vrai, hein ? »
21	Le temps passe...
22	Si lentement.
23	E-Si lentement en effet.
24	Quelques personnes restent dans la file.
25	Bien que la plupart aient fini- terminé cette mascarade.
26	« Il se fait tard. »
27	« On devrait vraiment faire notre rapport à Dame Sageleaf sans attendre. Mais au-delà de ça... »
28	Ton compagnon regarde autour de la chambre, la faible lumière jaune emplissant chaque recoin.
29	La lumière dans les ténèbres. Au Jour du Suffrage.
30	« C'est peut-être le moment de voter, hein ? »
31	Le gobelin t'adresse un sourire fatigué.
32	« Ouais. J'ai parlé à assez de gens. Attendons dans la file. » (Enfin voter à l'élection et terminer ta quête.)
33	E-« Pas encore. » (Partir et fouiller encore un peu.)
34	Plus qu'un seul nain.
35	Un type indécis.
36	« Je me demande depuis combien de temps il est planté là. »
37	« Des heures ? »
38	« Peut-être qu'il aime ça. L'<i>anticipation</i>. »
39	« J'espère bien que non, mais... c'est probablement l'impression que ça donne, ouais. »
40	« J'imagine que si t'es vraiment <i>à ce point</i> à fond dans le vote... »
41	« Hé, attends- je crois que je l'ai vu il y a un moment. Il est entré et sorti de la file ? »
42	« Dingue. »
43	Il se racle la gorge. « Bref. »
44	(Hurler au nain devant.) « Hé, t'as du mal à te décider ? Tu veux en parler ?! »
45	« Oh que oui. J'ai passé assez de temps ici maintenant. Votons avant qu'ils ferment. » (Enfin voter à l'élection et terminer ta quête.)
46	E-« Pas... encore. » (Partir et fouiller encore un peu.)
47	Le nain se retourne.
48	« <shake>C'est pas facile, d'accord</shake> ?! »
49	« <b>Laissez-moi une minute</b> ! »
50	Il se retourne vers l'urne, sa main tremblante tenant une carte de vote froissée.
51	Compréhensible.
52	Laisse-lui du temps. Et de l'espace.
53	Quelle farce.
54	Tout au fond tu entends un gobelin te faire bruyamment « chut ».
55	Snell étouffe désespérément un fou rire.
56	« Tu sais quoi- pourquoi avoir un filtre ? Pourquoi pas juste dire ce qui te passe par la tête ? »
57	« Qui se soucie de ce que le monde pense ? »
58	« Je suis peut-être un peu à la traîne pour tout ce qui touche aux codes sociaux. »
59	« Sages paroles, Snell. Sages paroles. »
60	« J'ai fait quelque chose de mal ? »
61	Le gobelin lâche un souffle long et traînant.
62	« Je dois être en train de m'acclimater. »
63	« Bon. »
64	« Voilà, c'est tout. »
65	« Encore un peu d'attente, et puis c'est... fini. »
66	L'épuisement.
67	Ses mots en DÉGOULINENT.
68	« Rien n'est jamais vraiment fini. »
69	« Ce vote n'est que le début, tu sais. »
70	« <b>Quête terminée</b>. »
71	« Enfin. J'ai besoin d'un <i>long</i>-repos long. »
72	« C'est vrai. Il reste encore le... »
73	Il lâche un grognement profond et dégoûté.
74	« <i>Tellement</i> de paperasse. »
75	« Ouais. C'est ça la partie effrayante. »
76	« Je parie que t'es super content de ça, espèce de junkie d'aventure. »
77	« Pareil. »
78	Snell attrape l'un des poteaux de barrière tout près, y appuyant le poids de son corps.
79	« Tu tiens le coup, au fait ? On a bougé sans arrêt, <i>chaque heure d'éveil</i>, depuis... un bon bout de temps maintenant. »
80	« Rester juste planté comme ça... la vache, j'ai l'impression de devenir <i>gâteux</i>. »
81	Faut continuer de bouger, mec.
82	Sans cette <i>traque</i>, autant être mort.
83	Il reste encore de la force dans ces vieux os.
84	Un petit... peu... PLUS LONGTEMPS.
85	« Mm. Je sais même pas comment appréhender cette foutue journée. »
86	« Je suis encore un peu sous le choc, je crois. »
87	« C'est du boulot. <i>Du boulot boulot</i>. »
88	« Je suis un homme. Les hommes ne se compriment pas. Ils ne font que s'étendre. »
89	« Du boulot boulot ? »
