idx	french
0	Le spectre de porcelaine ne se tourne pas vers toi à ton approche.
1	Elle semble concentrer sur son travail - une série de feuillets flottants - ses nombreux yeux.
2	Bonjour, vous. Je suis le Clerc. Qui êtes-vous ?
3	Vous avez l'air effrayante.
4	(La titiller du doigt.)
5	Elle t'écarte la main d'une claque vive.
6	Le silence dans ton esprit change de nature. Il semble... agacé.
7	Je suis <b>Ettir</b>, t'énonce-t-elle. Pourtant sa bouche ne remue pas.
8	Communication télépathique.
9	Elle est dans ta tête ? Une parasite...
10	Pas vraiment une présentation, plutôt une formalité d'usage cochée sur une liste.
11	Parler avec cette créature éthérée met mal à l'aise.
12	Je vous ai vue la nuit dernière, c'est ça ?
13	(Fixer les nombreux yeux qui tournoient autour de sa tête.)
14	Oui.
15	Ouah, prudence avec celle-là ! C'est une <i>charmeuse</i>.
16	Elle ne prête aucune attention à ton regard insistant. Tous ses yeux sont fixés ailleurs.
17	Elle évite le contact visuel pour éviter la conversation.
18	<i>Aucun</i> d'eux ne te regarde ? Quelle probabilité ?
19	La Céleste semble concentrer sur son travail - une pile de très, très nombreux documents - ses nombreux yeux.
20	Nulle reconnaissance de ta présence dans ses très, très nombreux yeux.
21	Je suis occupée.
22	Occupée à quoi ?
23	(Se contenter de regarder ses documents.)
24	Des notes.
25	C'est une collection de notes en tout genre. Un journal intime ?
26	Elle <i>a</i> tout l'air du genre à être profondément en phase avec ses émotions.
27	Ce sont des notes détaillées sur le salon de thé.
28	Vous avez besoin d'aide pour ça ?
29	Quel dévouement de votre part.
30	Quel dévouement ! Dévouement rime avec ravissement. C'est une <i>Promesse d'Ettir</i>.
31	Ça ne vous dérange pas si je pose quelques questions, si ?
32	Je ne requiers nulle assistance, Clerc.
33	L'un de ses nombreux yeux te fusille une seconde, avant de poursuivre sa rotation.
34	Allez... vraiment ?
35	Hm. Elle n'a peut-être pas saisi.
36	Bonne journée, Clerc.
37	Sa voix est froide et sans émotion.
38	Tu ferais peut-être mieux de simplement... <i>dire</i> ce que tu veux.
39	Avec toutes les choses profitables que tu pourrais faire de par le monde, tu as choisi d'importuner une Céleste.
40	Ce qui, si l'on suit l'exemple de l'Errant, finira par être une affaire longue et interminable, ne menant à rien qu'à une poignée de migraines et deux ou trois génocides.
41	Bref, pas très optimisé côté ambition, de ta part.
42	Ne t'embarrasse pas de frivolités. Les Célestes sont des êtres supérieurs, et tu dois les aborder comme tels.
43	C'est... exact, en fait.
44	Elle n'est pas du genre au bavardage. Ce serait grossier plutôt que poli.
45	Elle est glorieuse.
46	Si tu souhaites qu'elle parle... tu dois <shake>aborder</shake> l'<shake>éléphant</shake> dans la <shake>chambre</shake>.
47	Ça fait quoi, d'être un ange ?
48	Vous pouvez voler ? Ou juste... flotter ? (Jeter un œil à son aile brisée.)
49	(Regarder autour de toi ses quartiers en désordre.) « Vous, euh... vivez comme ça ? »
50	Vous savez lancer des sorts ?
51	Vous voyez vraiment par tous ces yeux sur l'auréole ?
52	Rassembler le courage de l'interroger sur... URTH.
53	Je peux pas juste l'interroger sur Urth. Si ?
54	E-« D'accord. Euh. Salut. »
55	Aucune réponse.
56	L'aile tressaille sur le côté.
57	Ça fend le cœur. Ce serait comme si tu te brisais tous les doigts d'une main. Ou perdais ta Bourse.
58	Tu as l'impulsion de toucher l'aile. Peut-être peux-tu la réparer, la remettre en état.
59	Tu ressens une fascination malsaine pour cette aile estropiée. L'effroi jusqu'au bout des membres, mais tu veux la toucher.
60	N'en fais rien.
61	Elle peut parler à ton esprit mais elle peut aussi écouter ton esprit quand c'est ton esprit qui parle même si tu ne savais pas que tu parlais avec lui ? Voilà qui est fort intéressant.
62	Elle ne lit pas ton esprit. Elle lit tes intentions clairement télégraphiées.
63	Vraiment. N'en fais rien.
64	Je ne vais pas la toucher. (Ne pas la toucher.)
65	Quoi ? Je ne fais rien.
66	Elle a juste l'air si classe.
67	(Siffler.)
68	Tu entends le gobelin grommeler dans le coin.
69	La Céleste ne te regarde même pas. Malgré tous ces yeux.
70	Certains de ses yeux se tournent bel et bien pour te fixer.
71	Ta chambre chez toi est bien, bien pire.
72	Ouais, mais c'est un <i>ange</i>. Il y a sans doute un standard plus élevé en jeu.
73	Ce désordre est le signe qu'elle travaille dur. Manifestement.
74	Rien de mal à un peu de désordre. Ça veut juste dire qu'elle se concentre sur l'essentiel. Si tu ne peux pas circuler, c'est ta faute.
75	Oui, Clerc. Ceci est ma base.
76	Sympa. C'est douillet.
77	C'est un peu en désordre, non ?
