idx	french
0	Tu fais un pas dans le bureau exigu, te tenant devant un halfelin endormi.
1	Ça, c'est un savant ?
2	<i>Maudits soient les dieux</i> - va fouiller sa collection de livres avant de réveiller le fainéant halfelin.
3	C'est pas un gnome, ça ?
4	Quelle est la différence ?
5	(Donner un coup de pied au fauteuil.)
6	« <b>Bonne matinée, citoyen</b> ! »
7	« Ohé ? »
8	E-Je vais le laisser tranquille pour l'instant.
9	L'esthétique, <b>uniquement</b>.
10	Ils t'assurent qu'il y a une nette différence biologique et ésotérique, mais tu sais que ce sont des balivernes.
11	Ils sont petits. Ils sont trapus. C'est pareil.
12	C'est réducteur et faux.
13	Ne pense même pas des choses pareilles.
14	« Gah ! » s'exclame-t-il en ouvrant grand ses yeux broussailleux.
15	« Oh...! » marmonne-t-il en écarquillant ses yeux broussailleux.
16	« Oh... » gémit-il en ouvrant lentement ses yeux broussailleux.
17	Son regard confus se focalise sur toi.
18	« <i>La vie est douleur</i>. »
19	« Quoi ? »
20	(Le fusiller du regard.)
21	(Donner un coup de pied au fauteuil.)
22	« <b>Gah...!</b> »
23	« Du calme », dit-il, tentant de dissimuler un sourire en coin.
24	« Arrête ! T'es un dément ?! »
25	« Non. Je suis <b>le Clerc</b>. »
26	« Réveille-toi. »
27	« Désolé. J'ai dû le faire. »
28	« Clairement », dit-il, en grognant.
29	« Je suis en train de le faire ! » crie-t-il, puis il grogne.
30	« Je ne suis pas d'accord », te dit-il, en grognant.
31	« Une terrible, terrible douleur. <i>Oh...</i> » marmonne-t-il en se frottant le visage.
32	Les rides se replient les unes sur les autres comme des vagues sur une mer chargée d'histoires.
33	Il est plutôt vieux. Et fatigué.
34	« Es-tu... »
35	Il te regarde de son expression lasse. Puis il se frotte le nez et renifle deux fois.
36	« Es-tu là pour la facture ? »
37	Un rapide coup d'œil vers Snell.
38	Ses mots sortent avec un accent typique de Fordnip.
39	Ses mots sortent avec un accent halfelin guindé.
40	« ...Quoi ? »
41	« Non ? »
42	« La <shake>facture</shake> ! »
43	« J'ai aucune facture. Pas pour toi, du moins. »
44	« Ah non ? »
45	« Non. »
46	« Oh. »
47	« Oh ? »
48	« <b>Gah !</b> »
49	Il agrippe les accoudoirs du fauteuil.
50	« C'était légèrement inutile », te dit Snell.
51	« Arrête ces <i>coups de pied</i> ! »
52	« C'est fini. » (Sourire, malgré le fait que personne ne peut le voir.)
53	« ...Je suis pas encore mort, bon sang. »
54	« Oh. Attends. »
55	« J'ai déjà payé cette facture ! Tu es là pour autre chose. »
56	Il se penche, face à Snell. « J'espère que la reine gobeline n'a nul grief contre ce vieux savant ? »
57	Il lève une paume. « Nan. On est là pour affaires municipales. »
58	« Oui, j'ai quelques questions sur le salon de thé, surtout. »
59	« J'explore des bâtiments au hasard, et le tien était ouvert. »
60	« Un salon de thé ? Alors tu as affaire à des événements intéressants. »
61	« La cité a connu sa part de grandes calamités au fil des ans, et l'explosion du salon de thé paraît minuscule en comparaison. »
62	« Minuscule ? Non. C'est une énorme conspiration. »
63	« Probablement. Mais j'ai quelques questions malgré tout. »
64	« Une énorme ? Mieux vaut t'en occuper, alors. »
65	« Bien sûr ! »
66	« C'est pas... »
67	« Alors tu es un intrus aux intentions bienveillantes ? »
68	« ...J'imagine que c'est pas trop loin du compte. »
69	« La curiosité est absolument vitale pour garder le vieux cerveau en mouvement. Alors je te félicite, Clerc ! »
70	« Et toi aussi, mon ami gobelin. » Il regarde autour, en grognant. « Je peux vous servir de la <i>putain</i> d'eau, à l'un ou l'autre, ou...? »
71	Il manie les jurons comme les vents de la Côte.
72	Tu aimes bien ce type. Il est comme un chien enragé, sans les morsures. Jusqu'ici.
73	Ce halfelin est déchaîné. D'une façon amusante.
74	« Non merci », répond très vite ton compagnon. « Vous êtes le Savant Appledent, pas vrai ? »
75	« Moi ? Oui ! »
76	« Je suis <b>Snurre Appledent</b> », dit-il en inclinant la tête dans son fauteuil. « Savant de l'Université de Fordnip, au service dévoué du progrès des ÉIA. »
77	« Mais qu'est-ce que vous faites exactement ? »
78	« Les ÉIA ? »
79	« Vous étudiez l'alignement ? »
80	« Bien des choses ! »
81	« Études de l'Intention d'Alignement. »
82	« Entre autres choses. »
