idx	french
0	Une scène tendue.
1	« Oh, un clerc ! Juste à temps. »
2	Quatre jeunes gars, chacun l'air un peu nerveux.
3	Quatre jeunes gars, à traîner là, l'air normal.
4	Sauf le gamin blond à l'air furieux.
5	« On a confisqué les marchandises illégales », dit-il en inclinant la tête.
6	« Pour la cité ! »
7	Il tourne la tête vers l'un des gamins derrière lui.
8	« Comment ça avance, Urth-Nisse ? »
9	« J'essaie. Attends. »
10	« Vous êtes la milice ? »
11	« Beau boulot, gamin. »
12	(Pointer le gamin dégingandé qui essaie de lancer un tour de magie.) « Hé. Arrête ça. »
13	Le gamin blond secoue la tête.
14	Il sourit. « Merci, Clerc ! »
15	Il se fige et lance au gamin blond un regard nerveux.
16	« Oh. Désolé, Clerc. »
17	Tu vois Rollo lui faire signe de la main. Un geste pour qu'il ignore ton commentaire.
18	« Je suis Rollo », dit le gamin blond en s'inclinant. « Rollo Malach ! À votre service. Derrière moi il y a Urth-Nisse, Stenbusken, et Toli. Nous sommes membres de la Résistance Norvikienne, un mouvement pour- »
19	« Vous êtes des <i>voleurs</i> ! »
20	« Et des brûleurs de livres ignares ! »
21	La fille ajuste ses lunettes et redresse le dos.
22	« Avec tout le respect que je vous dois, Monsieur le Clerc », dit-elle. « Ne croyez pas un mot de ces voyous. »
23	Tu remarques les deux autres filles derrière elle, une halfeline et une naine, qui se regardent.
24	« Connards ! »
25	« Attention, c'est un vrai clerc... »
26	« Des voyous ? Allez, Modissa. Sérieux ? Comme si les JA n'étaient pas qu'une bande de vauriens ! »
27	« J'en ai assez vu », te chuchote le gobelin en soupirant. « Juste des activistes qui s'écharpent. »
28	« Bonjour tout le monde ! Je suis Le Clerc. »
29	« Je suis perdu. Il y a un problème ici ? »
30	(Se contenter de les laisser continuer à se disputer.)
31	« Les Jeunesses Azgalistes. »
32	« Tu vois son brassard vert ? »
33	« Le problème est réglé, Seigneur Clerc. »
34	« Oh- allez vous faire foutre. »
35	« Ils ont volé », siffle-t-elle, puis elle se tourne vers Rollo pour aboyer : « <b>Tu as VOLÉ</b> toute notre livraison de Waterlane ! »
36	« Ouais, bien sûr. D'un journal <i>illégal</i>. »
37	« Seigneur Clerc, je vous assure, on rend service à la cité, là. »
38	« Je retire ce que j'ai dit. C'est juste une bande de rôlistes. »
39	« Je vois. C'est une querelle d'amoureux. »
40	« Seigneur Clerc ? Hm. J'aime bien. Je suis <b>Le</b> Seigneur Clerc. »
41	« Attends une seconde. Non... je dois corriger quelque chose ici. Je ne suis pas vraiment un clerc. »
42	« D'accord. Alors, je sens un conflit ici. »
43	« Vous avez même le droit d'être dehors aussi tard, les gamins ? »
44	« Quoi ?! Non ! »
45	Il rougit.
46	La fille t'adresse un froncement incrédule.
47	Et elle est dégoûtée.
48	« C'est pas- Clerc. Concentrez-vous. »
49	« Oh. Bien sûr ! »
50	« Ah bon ? »
51	Le gars derrière lui se met à bégayer : « Q-quoi êtes-vous alors ? Genre... quoi ? »
52	« Je suis en fait un roublard super classe. »
53	« Vous voyez pas que je suis un puissant magicien ? »
54	« Un quoi ? »
55	« Tu sais. Du genre bretteur. »
56	« Tu sais. Un voleur. »
57	« Tu sais. Éclaireur furtif, ou peu importe. »
58	« ...Ridicule. » Elle marmonne pour elle-même et enfouit son visage dans ses mains.
59	Elle en a tellement marre.
60	Un meilleur roublard aurait obtenu une meilleure réaction, il me semble.
61	« Ah ! Comme un clerc-magicien ! »
62	« Bien sûr. Je prends. »
63	« <shake>Non !</shake> Pourquoi ça rentre pas dans vos épais crânes ?! » (Taper des pieds.)
64	« Juste un magicien, s'il vous plaît. »
65	Ils sont pris de court par ton exclamation.
66	« Qu'est-ce qui <i>cloche</i> chez ce type ? » dit la halfeline à la naine.
67	« D'accord. On peut... on peut faire ça. »
68	Tandis que tu traînes des pieds, tous les adolescents te regardent d'un air désapprobateur.
69	« ...D'accord. »
70	« Un... druide ? »
71	« Alors on ne devrait pas vous appeler clerc, alors ? »
72	« Hm. Non, pour des raisons légales vous pouvez continuer à m'appeler clerc. »
73	« Je ne vous fais pas confiance pour vous adresser à moi correctement, alors Seigneur Maître Clerc, ça ira. Ou quelque chose d'approchant. »
74	(Se contenter de le fixer, et respirer bruyamment.)
75	Le gamin blond se contente de hocher lentement la tête.
76	Il ne te comprend pas.
77	Les deux camps te regardent en fronçant les sourcils.
78	« Écoute, j'ai déjà du mal à voir l'âge qu'ont les humains, mais... »
79	« Ce sont clairement de jeunes adultes. Même s'ils n'agissent pas selon leur âge. »
80	« Hé ! La ferme, gobelin ! »
81	Ton compagnon serre ses crocs acérés en direction du gamin blond.
82	« Hé, gamin. <b>Tu veux mourir ?</b> Continue de parler. »
83	Il recule d'un pas.
84	Impressionnant. Le gobelin tient bon.
85	Ce gobelin a du mordant ! Bon sang !
86	« Vous êtes là pour faire respecter la loi, non ? »
87	« Alors arrêtez ces connards ! »
88	« Maintenant ! »
89	La naine lui attrape la main et la retient. « Modissa... calme-toi. S'il te plaît... »
90	(Pointer la fille azgale.) « Toi. Explique ta version. »
91	(Pointer le garçon nationaliste.) « Bon, toi. Qu'est-ce qui se passe ici ? »
92	Que dit la loi sur ce conflit ?
93	« Vous votez quoi à l'élection, vous autres ? »
94	« D'accord. J'en suis venu à une conclusion. »
95	Elle ricane.
96	« D'accord. Bon. »
97	Son amie naine marmonne « Modissa... » d'un ton inquiet.
98	Ses amies essaient de l'empêcher d'être trop effrontée. Pourquoi ? Si elles ont raison, elle devrait être effrontée.
99	« Nous livrons les journaux pour le Chant Azgalien. Vous en avez peut-être entendu parler. C'est un truc plutôt important. »
100	Il glousse.
101	Le journal n'est pas terriblement populaire. Mais il est connu pour ses articles radicaux et ses positions politiques.
102	Elle prend une inspiration brusque. « On a un emploi du temps chargé, et juste au moment où on a commencé à livrer les journaux à Waterlane, ces tas de <b>merde</b> se sont mis à nous suivre. »
103	« À prendre les journaux qu'on venait de livrer directement dans les boîtes aux lettres des gens ! »
104	« C'est illégal, non ? » demande la halfeline.
105	« Hautement illégal. »
106	« Plutôt illégal. »
107	« Juste un peu illégal. Peut-être. »
108	« Bien sûr que c'est illégal ! »
109	Ton opinion n'enregistre même pas - elle ne l'entend même pas. Comportement insolent.
110	Elle se fiche de ton opinion sur la légalité du vol de courrier. Quelle impolitesse.
111	« Et ensuite ils attrapent une de nos piles de journaux venue de Xerba. Genre, carrément de l'agression, du vol et...! »
112	« Modissa, ce n'était pas... »
113	« Ils peuvent pas s'en tirer comme ça ! »
114	Ce n'était probablement pas si grave.
115	Pauvre fille.
116	« D'abord, merci d'écouter la raison. »
117	« Je sais qu'on a l'air de gamins débiles, mais on ne l'est pas. »
118	Quelque chose dans son expression te fait penser exactement le contraire.
119	Brûler l'écrit ne fait rien pour dissiper une telle idée.
120	Ouais. Non, ce sont des gamins débiles. Aucun doute.
121	Il te désigne, puis se désigne lui-même. « On est dans le même camp, là. »
122	« J'ai pas l'air débile. »
123	Dit-il, l'air débile.
124	« Arrête de gagner du temps. Dis-moi ce que tu fais ici. »
125	« Ouais-ouais. »
126	(Lui faire un câlin.)
127	Le garçon crispe physiquement toute sa posture en un mur défensif tandis que tu t'avances pour l'étreindre - dans un câlin viril.
128	« ...Hein ? »
129	(Chuchoter.) « On est ensemble là-dedans, mon frère. »
130	« T'es un bon gamin. Continue de mener le bon combat. »
