idx	french
500	« Alors vous gardez, principalement ? »
501	« Vous faites autre chose ici en bas ? Un passe-temps ? »
502	« Parlez-moi de cette vie. »
503	« Va te faire foutre. »
504	Le gobelours glousse.
505	« Un passe-temps ? Non. »
506	« Pourquoi devrais-je te dire quoi que ce soit ? »
507	« Je garde. Mais... »
508	« Je m'occupe aussi de quelques tâches de jardinage. »
509	« Maintenir l'humidité à un niveau approprié. Et communier avec Lord Puu quand l'Elfe Noire le requiert. »
510	« Vous avez la main verte, hein ? »
511	« Vous combattez beaucoup de monstres ici en bas ? »
512	« J'ai quelques... autres questions. »
513	« Non. Nessan m'a montré des "tours". »
514	« Je n'ai aucun intérêt pour la magie, et sa nature immonde. »
515	« Non. Mais je sers bien, malgré tout. »
516	« Ils s'introduisent souvent dans la Cité d'En Bas supérieure. »
517	« Ce sont surtout des monstres mineurs. Parfois un grand. »
518	« Parfois des morts-vivants. J'ai combattu une goule le mois dernier. Une proie facile, pas trop intéressante. »
519	« C'est mon grand plaisir - de vaincre un ennemi dangereux. »
520	Son sourire est horrifiant et éclatant.
521	« Bien sûr que oui. »
522	« Je n'en ai pas L'AIR, humain. »
523	« Je le <b>SUIS</b> ! »
524	« O-ouais, c'est ce que je veux dire. »
525	(Hocher la tête.) « Je suis d'accord. Beaucoup. Genre, beaucoup, beaucoup. »
526	« ...Ah ouais ? »
527	« ...Ah vraiment ? »
528	(Se contenter de la fixer.)
529	« Qu'est-ce que tu tentes là ? »
530	Elle rit, d'un air moqueur. « Une sorte de <i>parade nuptiale</i> ? Tu es un idiot ! »
531	« Prouve que tu en es digne, et je pourrais regarder de ton côté. Espèce de bouffon. »
532	« Comment je fais ça ? »
533	« D'accord. Je vais faire ça. »
534	« Oh, c'est ce que toute fille veut. Devoir <i>expliquer</i> à quelqu'un comment lui faire la cour. »
535	« Va te faire foutre, <i>mauviette</i>. »
536	« Ouais, bonne chance. »
537	D'une façon qui te fait <i>frissonner</i>.
538	Elle claque la langue.
539	« Ouais, peu importe. »
540	Elle aime ça.
541	Elle ne déteste pas ça.
