idx	french
500	C'est une abréviation pour-
501	« La <i>Sécurité de la Cité d'En Bas</i>. »
502	« Tout ce dont la Vieille Dame a besoin, je le fais. »
503	« Alors tu es un gangster ? »
504	« Alors tu es un concierge ? »
505	« Alors tu ne combats pas de monstres ? »
506	« J'aimerais bien. »
507	« Non. C'est- »
508	Tu vois son visage se tordre en une expression douloureuse.
509	« Que les dieux soient damnés. Concierge, c'est peut-être pas si loin du compte, en fait. »
510	« C'est à ça que sert Moongore. Et les autres exécuteurs de la Vieille Dame. »
511	« Mon boulot consiste surtout à parler aux gens, Clerc. Comme on fait là. »
512	« Beaucoup de paroles, et beaucoup de courir partout. »
513	Il prend une profonde inspiration. « Exactement ce qu'on fait là. Juste sans la petite exploration de donjon. »
514	« Je t'en prie. »
515	« Ma langue-chat n'est pas la meilleure, alors je sais pas trop à quoi je m'attendais. »
516	« Mais on est vivants. C'est tout ce qui compte. »
517	Il est un peu secoué par tout ça.
518	Toi aussi.
519	« Ça va, au fait ? Pas de brûlures graves ? »
520	« Pas besoin de voir un guérisseur ni rien ? »
521	Non. Nul besoin d'un tel comportement de mauviette.
522	« Les guérisseurs, c'est pour les chochottes. Je mourrai à quarante ans, comme un homme. »
523	« Non, ça va. » (Faire l'angoissé.)
524	« Je suis très doué en magie d'Abjuration, c'est bon. »
525	Chochottes-qui-se-<i>bougent</i>-pas.
526	« <i>Génial</i>. Vraiment stoïque. Très à la samouraï. »
527	« ...Je suis aussi très doué en magie d'Abjuration. Alors c'est bon. »
528	« Ouais. Les vrais broyeurs-d'os-sur-le-pavé n'ont pas besoin de magie d'Abjuration. »
529	Pourquoi je ressens le besoin de mentionner la magie d'Abjuration ?
530	Un truc d'<u>ego</u>.
531	Tu souhaites brandir ton savoir sur le gobelin, pour prouver ta supériorité.
532	Ou, tu souhaites simplement partager quelque chose avec lui- quelque chose qui te tient à cœur.
533	« D'accord, bon. Oublie que j'en ai parlé. »
534	« L'Abjuration ? »
535	Il se gratte le menton.
536	« ...C'est celle du "protège-tomate", pas vrai ? »
537	Ah, oui. Le vieux guide de référence à la tomate.
538	On l'utilise dans les écoles pour enseigner les différences entre les catégories ésotériques.
539	Tomate, tomate ?
540	Tu as faim.
541	Compréhensible. Tu n'as pas mangé de légume depuis très longtemps.
542	« Tu connais l'antisèche de la tomate ? »
543	« C'est bien celle-là. »
544	« Toma-te ? »
545	Il sourit en coin. « Tout le monde connaît l'antisèche de la tomate. »
546	Il a l'air fier.
547	Il <i>est</i> fier.
548	« C'est ça. »
549	« To-ma-te. »
550	« Mais attends, toute la magie de soin est-elle de l'Abjuration ? »
551	« Parce que c'est celle qui <i>protège</i>, non ? Un bouclier, c'est de la protection, mais le soin me semble plutôt un truc d'après-protection. »
552	« Tu questionnes mon savoir ésotérique ? »
553	« C'est un peu plus compliqué que ça. L'ésotérique peut être malléable, après tout. » (Ne pas faire de topo.)
554	« Enfin... » (Se préparer à faire un topo.)
555	« N'entrons pas là-dedans maintenant. »
556	« Oh, pas du tout. Je viens juste de réaliser que je n'avais jamais eu l'occasion de demander à un expert. »
557	« Hm. Intéressant. »
558	« Enfin, j'ai appris quelque chose de nouveau aujourd'hui. Comme c'est charmant. »
559	Il te regarde te racler la gorge et lever huit doigts.
560	« La nature ésotérique de la magie sur notre Côte dépend entièrement des paramètres originaux mis en place par Jor. Bien qu'on sache peu de choses sur lui, à cause de sa mort dans la Guerre des Portes. »
561	« C'est ça. La Guerre des Portes. »
562	« Mais ces paramètres sont, comme la plupart de la magie sur la Côte, fondés sur une définition fondamentalement fluide. Jor a créé un réseau de lignes telluriques connu sous le nom des Fils, qui sont instables dans certaines régions, et surtout plus tu t'éloignes de la Côte - ce qui mène donc aux événements ésotériques. »
563	L'expression du gobelin s'affaisse tandis qu'il réalise dans quoi il s'est embarqué.
564	« Et en quoi c'est lié à la magie de soin ? »
565	« J'y viens. »
566	« Ne m'interromps pas. »
567	« Mm-hmm. »
568	« Ho là. D'où a jailli cet <u>ego</u> ? »
569	« Désolé. Je me passionne juste vraiment pour l'histoire magique. »
570	« Je peux continuer ? »
571	« Hé, c'est moi qui ai demandé. Vas-y. »
572	Il te fait signe de poursuivre.
573	« Alors selon où tu es dans le monde, la magie change. Et avec la nature modelable et volatile des Fils, bien des magiciens, clercs et druides ont créé des façons entièrement nouvelles de manier les pouvoirs ésotériques au fil des ans. Surtout durant l'Ère Arcanique. Mais... »
574	« Mais ? »
575	« Les huit écoles de magie sont restées les mêmes. Tout comme les huit apprentis de Jor, chacune se concentre sur un thème bien défini. Quatre exemples. L'Abjuration, c'est la protection, la négation et la purification. La Nécromancie, c'est la manipulation de l'âme, la non-mort et la vie. L'Évocation, c'est la manipulation de l'énergie, qu'elle soit cinétique ou spirituelle. Et enfin, la Transmutation, c'est le changement de tout état, tant qu'il est physique. »
576	Il te fixe.
577	« Chacune de ces quatre écoles est connue pour comporter de la magie de soin. Même les mêmes, avec les mêmes composantes et rituels. »
578	« Oh. Alors ce n'est pas si bien défini, alors ? »
579	« Les écoles sont définies. Mais les sorts sont modifiables. Tout comme on peut créer de nouveaux sorts. On pourrait dire qu'un Soin des Blessures lancé par un évocateur sera techniquement un sort entièrement différent que lancé par un nécromancien. Mais en pratique, ils sont les mêmes. »
580	« C'est... en fait plutôt intéressant. C'est dingue. »
581	« Ainsi mon Soin des Blessures fonctionne essentiellement en repoussant toute énergie négative, en la niant, permettant à l'énergie positive restante de se concentrer sur la plaie. Ce qui est évidemment la meilleure façon de guérir, puisque l'énergie positive pure ne peut être aussi facilement compliquée par les forces sombres, la pourriture, ou même la douleur. La Nécromancie, en comparaison, est loin d'être aussi agréable pour se faire soigner. »
582	« Oh. Et la Transmutation et l'Évocation ? »
583	« L'Évocation n'est pas si mal. C'est juste une autre façon, moins efficace, de canaliser l'énergie positive. La Transmutation, par contre... c'est juste recoller le corps par la force. Douloureux comme tous les enfers, et une horreur à voir. »
584	« Oh par les dieux. »
585	« Genre la chair se... reforme, comme ça ? »
586	« Et les os se "dé-cassent". C'est affreux. Très efficace, mais extrêmement douloureux. »
587	« Ouais. Chouette. C'est très intéressant, Clerc, merci de l'avoir expliqué. »
588	(Lui faire un pouce en l'air.)
589	« Tu ne veux pas en entendre plus ? Je peux t'expliquer les diverses théories sur pourquoi les Fils de Jor fonctionnent encore, même après sa mort... »
590	« Ça va. Mais merci. »
591	Le gobelin te fait un pouce en l'air.
592	« Ah. Sujet profond, je présume ? »
593	« Hautement. Hautement profond. »
594	« Hm. Ça sonne abyssal. »
595	« Pas démoniaque. »
596	« Non, je veux dire, genre littéral. Une fosse littérale. »
597	« Genre, c'est profond. »
598	« Un trou-de-néant sans fin. »
599	« Arrêtons cette métaphore. »
600	« D'accord. »
601	« Bien. Bref. »
602	« Notre témoin disparu. »
603	Frank fils de Frank.
604	« On sait qu'il est descendu ici. »
605	« Puisqu'on l'a trouvé. »
606	« Alors... j'imagine qu'on a une meilleure voie vers le bas maintenant ? »
607	« S'il y a autre chose que tu veux examiner. »
608	« On a de la chance que Moongore l'ait vu. Même si elle l'a laissé passer avec cette magie. »
609	« Alors il aurait pu partir vers les Cavernes du Sud, mais... ce sont des trous bien profonds. »
610	« Ma supposition, c'est qu'il est entré dans cette zone. Ici même. Probablement par les égouts. »
611	« C'est un peu tiré par les cheveux, mais... »
612	« Quelque chose est louche. Cet homme en jaune, l'explosion... »
613	« On trouvera quelque chose ici en bas. Avec un peu de chance rien qui nous tue trop vite. »
614	Il se racle la gorge.
615	« Ou tu trouves ce paladin disparu sur lequel je lisais. <i>Le Seigneur Gorm</i>. »
616	« Tu crois qu'il est descendu ici ? »
617	« Tu l'as vu ? »
618	« Il y a eu des commentaires scandaleux sur lui dans les journaux la semaine dernière. »
619	« Tu crois qu'il est vivant ? »
620	« Honnêtement ? Je dirais que oui. »
621	« Un paladin cherchant à revivre les jours de gloire. »
622	« Je vois bien ça. Explorer des donjons pour des monstres dangereux, ramasser du butin. »
623	« Mourir dans quelque piège <i>peu glorieux</i> ? » Il désigne le couloir de feu.
624	Peu glorieux ? C'est un grand mot.
625	<i>Peu glorieux</i>. C'est un terme utilisé dans les magazines d'exploration de donjon.
626	« Tu crois que M. Gorm survivrait à ça tout seul ? »
627	« Mm. Quelques fois au cours de l'année dernière. Allant et venant. Jamais parlé avec lui. »
628	« Il n'avait pas l'air du genre à parler avec des gobelins, tu vois ? »
629	« Ah, ouais. À propos de son éviction du parti, pas vrai ? »
630	« Écoute, je crois qu'ils ne pouvaient juste pas avoir un paladin disparu sur le bulletin, tu vois ? »
631	« N'y lis pas trop de choses. »
632	« Pas question. »
633	« Peu importe l'ampleur du paladin qu'il est. Tu descends en solo dans la Cité d'En Bas ? Et puis tu disparais pendant des mois ? »
634	« Le type est fichu. Aucun doute. »
635	« On trouvera peut-être son corps. »
636	« Non. Il est vivant. Je le sais. »
637	« Je m'en fiche vraiment. Il a laissé le Parti derrière lui. »
638	« C'est peut-être pour le mieux. Ou on trouvera un paladin-zombie très chic. »
639	« C'est ça. Tu le sens dans tes <i>os</i>. »
640	« Oh que oui. »
641	« Mais qu'est-ce que j'en sais ? » Il hausse les épaules. « C'est toi le clerc. »
642	« Tu commences à piger. Je suis Le Clerc. »
643	« De jour en jour, je deviens plus roublard. C'est le donjon qui fait ça, je crois. »
644	« Non. Je suis un magicien. Tu sais, les sorts ? Souviens-t'en. »
645	« Tu m'as l'air plutôt savant, Snell. Merci de me guider. »
646	« Assurément. »
647	« Furtif. Ça pourrait aider avec les pièges. »
648	« C'est ça. Les <i>sorts</i>. »
649	« Bien sûr, bien sûr. La danse magique, ou peu importe. »
650	« C'est ça. Compris. »
651	« Oh ouais. Un Druide. »
652	« Cool, cool. Hé, j'apprends. »
653	Il te foudroie du regard. « Tu veux quoi, une putain de pipe baveuse ? »
654	« Merci, <i>je sais</i>. Je suis bon dans mon travail. »
655	Il propose une pipe ?
656	Non. Il est sur la défensive parce que tu as été trop sincère.
657	Ce gobelin est physiquement incapable d'accepter un satané compliment.
658	Il est immunisé contre ton lubrifiant social.
659	Si tu appelles ça comme ça, alors oui. Il va être immunisé.
660	« Qu'y a-t-il à dire ? »
661	« Elle a fait l'impossible : unir pour de vrai la turbulente Tribu des Halfways. »
662	« Avant elle, on était près de se faire chasser de la cité. »
663	« Vraiment ? »
664	« C'était avant mon temps, bien sûr. Mais on avait des problèmes avec notre ancienne structure de conseil. »
665	Il se penche et te chuchote : « Le conseil ne s'entendait pas. »
666	(Hocher la tête.)
667	« C'est honnêtement plus ce à quoi je m'attendais de la part d'une tribu de gobelins. »
668	Il te lance un rapide froncement de sourcils.
669	« Les stéréotypes ne surgissent pas du néant. »
670	« Mais Dame Sageleaf... elle a arrangé les choses. En prenant le pouvoir suprême de la tribu. »
671	« Alors... c'est une dictatrice ? »
672	« A-t-elle une sorte de consort ? »
673	« J'imagine que tu aimes bosser pour elle, alors ? »
674	« Depuis combien de temps bosses-tu pour elle ? »
675	« Très intéressant. Bref... »
676	« ...Ouais. En un sens. »
677	« En un sens ? »
678	« Écoute. Je suis tout à fait pour la démocratie et la pensée libérale moderne. »
679	Il pointe ses deux pouces vers lui-même. « Bordel, j'ai même été un Errant enregistré autrefois. »
680	Bien sûr ! Tu pouvais le dire dès le début : le gobelin est un faiseur d'argent.
681	« Mais je ne crois pas à la démocratie directe. La bureaucratie est une malédiction née de trous-du-cul d'Arcanistes. »
682	Faux et absurde. La bureaucratie est bonne et juste et naît de grands esprits.
683	Pas de derrières.
684	Le gobelin a rarement raison, mais cette fois il touche à la vérité.
685	Les Arcanistes se sont bien effondrés une fois qu'ils ont cessé de s'appuyer sur une magocratie et une méritocratie impitoyables.
686	Leur infâme bureaucratie était un symptôme de cette maladie.
687	Il te lance un regard las et claque la langue.
688	« Parfois il faut vraiment un chef fort et <i>sage</i> pour unir les gens. »
689	« Je suis d'accord. Urth a fait de même pour mon peuple. »
690	« Je ne suis pas d'accord. Le pouvoir ultime corrompt ultimement. On ne peut pas faire confiance à un dictateur. »
691	« Permettre à une seule personne de manier le pouvoir à ce degré est efficace, mais peut facilement mal finir pour tout le monde. »
692	(Avoir l'air intéressé et hocher la tête.)
693	Il marque une pause, détourne le regard un moment, puis grogne.
694	« Ouais. Je suppose. »
695	« Mais je crois pas que tu veuilles faire cette comparaison devant elle. Ou moi, tant qu'on y est. »
696	« Absolu. »
