idx	french
1000	« Mais si les choses vont bien, après l'élection il pourrait prétendre à une promotion. »
1001	« Ça ferait de moi la Première en Commandement. »
1002	« On dirait que Tolstad se porterait mieux avec vous aux commandes. »
1003	« Vous pensez que vous feriez mieux ? »
1004	« Ça me semble être des conneries mesquines. »
1005	« Merci, Clerc. Comme c'est aimable à vous de le dire. »
1006	L'orque t'adresse un sourire narquois. « Je suis d'accord. »
1007	Elle prend une profonde inspiration, le regard tourné sur le côté.
1008	Puis elle dit : « Oui. Sans aucun doute. »
1009	Tes mots effrontés la font glousser.
1010	« Les intrigues de bureau le sont toujours. »
1011	« Mais ne vous en faites pas. Je réglerai tout ça une fois aux commandes. »
1012	Fille sûre d'elle.
1013	<i>Femme</i>.
1014	Ne l'infantilise pas.
1015	Primo, qui s'en soucie ? Secundo, ferme-la, bordel.
1016	Par les dieux, elle est canon.
1017	Elle rejette la tête entière en arrière dans un accès de rire.
1018	« Oh par les dieux ! Vous êtes véritablement une merveille, Clerc. »
1019	Elle mime d'essuyer une larme de ses yeux.
1020	« Ouais, je suis drôle. Hé. »
1021	« Alors vous ne l'aimez vraiment pas ? »
1022	« Vous l'êtes assurément », dit-elle en t'adressant un grand sourire.
1023	« Oh. Vous n'êtes pas- »
1024	« Non, Clerc. »
1025	« Je peux pas dire. Secrets du métier, vous savez. »
1026	Elle fait beaucoup de clins d'œil, celle-là.
1027	Sois reconnaissant envers cette femme. Elle n'arrête pas de te faire comprendre qu'elle est fantasque.
1028	Fantasque ! Fantasque ! Fantasque ! Fantasque !
1029	La ferme !
1030	« Bien sûr ! »
1031	Ses yeux s'écarquillent. « Oh. Oh ! »
1032	De pure horreur ?
1033	Elle est excitée.
1034	« Ce sera amusant. »
1035	« Après l'élection, n'est-ce pas ? »
1036	« Que voulez-vous faire au rendez-vous ? »
1037	« C'est quoi, un rendez-vous ? »
1038	« Ça suffit sur le rendez-vous, pour l'instant. »
1039	« C'est vrai. »
1040	« Je vous laisse ça, Clerc. »
1041	« C'est quoi... »
1042	« C'est un- attendez, vous ne savez pas ce qu'est un rendez-vous ? »
1043	« Je plaisante, Agente Viira. »
1044	« Bien sûr que je le sais. Je vérifie si vous le savez. »
1045	« Poursuivez. »
1046	« Drôle. »
1047	« Mais juste pour être sûre... »
1048	Elle cligne des yeux plusieurs fois.
1049	Elle ouvre la bouche pour parler, puis se ravise.
1050	Tu la rends nerveuse.
1051	Mais moins dans un genre « il est canon », et plus dans un genre « je me tiens près d'un volcan en activité ».
1052	« Un rendez-vous est une rencontre sociale entre deux personnes. Avec un intérêt romantique. »
1053	« D'accord ? »
1054	(Déglutir.) « Ça semble charmant. »
1055	« J'aime ça. »
1056	« Je le savais. »
1057	Elle repousse une mèche de cheveux derrière son oreille et t'adresse un autre sourire.
1058	« ...Bien. »
1059	« Parfait ! Enfin... bien. »
1060	« Quoi d'autre ? »
1061	« Je veille à ce que le flux des marchandises reste efficace et non interrompu par les manigances locales. »
1062	Des manigances ? Ah. Elle aussi est une esquiveuse de conséquences.
1063	« Je représente également l'organisation en tant que membre du Parti Errant. Ce qui rend la chose bien plus intéressante. »
1064	« Rouge. »
1065	« Comme le sang. » Elle t'adresse un sourire sinistre.
1066	Elle est très charmante.
1067	Par les dieux. Cette femme aura ta peau.
1068	« Hm. Pourquoi cette question ? »
1069	« J'ai lu dans un livre une fois que c'est une bonne question pour briser la glace. »
1070	« Je m'intéresse. À vous. »
1071	« Laissez tomber. »
1072	« Vous <i>lisez</i> ? »
1073	N'aie pas l'air si impressionnée, orque.
1074	Elle se moque de toi.
1075	« Mais, nul besoin de briser la glace. Nous parlons déjà, Clerc. »
1076	« Oh ! Hm. C'est vrai. »
1077	Elle est déstabilisée.
1078	Elle essaie d'ignorer ton commentaire gauche.
1079	« Laissez tomber, alors. »
1080	« Je n'ai pas connu ma mère. Je suis née dans une JT de Fell Tire. Une Tribu de Compagnons. Où les enfants sont élevés collectivement. »
1081	« Nous fabriquions des ciseaux. C'est mon talent de sang particulier. Mon "destin", pour ainsi dire. »
1082	« Je n'aimais pas ça, à l'usine. Alors je suis partie pour la Baie de Bloodcity. »
1083	« J'ai rejoint une bande de guerre. Plusieurs, en fait. J'ai appris à être maligne. J'ai fini par atterrir à Reeds, où mes vrais talents ont été reconnus. »
1084	Les orcs sont les ouvriers d'usine originels.
1085	« Ho là, ho là... une seconde. »
1086	(La laisser continuer.)
1087	« Hm ? Quoi ? »
1088	« ...Des ciseaux ? »
1089	« Je suis perdu. Développez sur le sang particulier, je vous prie. »
1090	« Je n'ai pas demandé votre récit de vie, Agente. » (Tenter de la faire abréger.)
1091	« Dommage ! »
1092	« Oh. Je m'excuse. Je devrais clarifier... »
1093	« Vérôrôkség. Dotée par le Sang. Chaque clan orque s'est vu attribuer une spécialité par la Reine-Mère. »
1094	« Le don de mon clan était l'affinité magique pour fabriquer d'exceptionnels ciseaux. »
1095	Un peuple travailleur. Un peuple d'usine.
1096	C'est ainsi que les Arcanistes appelaient les orcs.
1097	Chaque usine de Fell Tire était dirigée par des humains durant l'Ère Arcanique.
1098	Les orcs subissaient une terrible oppression.
1099	Super efficace, honnêtement.
1100	Cela dit, être verrouillé comme ça, ça a l'air merdique. Une bonne chose qu'elle soit partie.
1101	« C'est ridicule. »
1102	« C'est cool ? »
1103	« Oui. Ça l'est. »
1104	« Non. Ça ne l'est pas. »
