EP_Rollo_Arn	« ...D'accord. » 	« ... D'accord. » 
EP_Rollo_Arn	« ...D'accord. » 	« ... D'accord. » 
EP_Rollo_Arn	\"Cool.\" 	« Cool. » 
EP_Rollo_Arn	« ...D'accord. » 	« ... D'accord. » 
EP_Rollo_Arn	E-« Je m'en vais maintenant. » 	« Je m'en vais maintenant. »\"\" 
EP_Rollo_Arn	\"Yes. Pour l'instant.\" 	« Oui. Pour l'instant. » 
EP_Rollo_Arn	\"Super.\" 	« Super. » 
EP_Rollo_Arn	\"Do you know each other? Qu'est-il arrivé ?\" 	« Vous vous connaissez ? Qu'est-ce qui s'est passé ? » 
EP_Rollo_Arn	\"Rien.\" 	« Rien. » 
EP_Rollo_Arn	\"Rien.\" 	« Rien. » 
EP_Rollo_Arn	« Que veux-tu ? » 	« Que voulez-vous ? » 
EP_Rollo_Arn	\"Je n'en suis pas sûr. It's been a very morality-discussing kind of day, honestly.\" 	« Je n'en suis pas sûr. C'a été une journée pleine de discussions sur la morale, honnêtement. » 
EP_Rollo_Arn	« ...D'accord. » 	« ... D'accord. » 
EP_Rollo_Arn	\"Ce n'est pas bon. You should be a kid. Kids are apolitical.\" 	« Ce n'est pas bien. Tu devrais être un enfant. Les enfants sont apolitiques. » 
EP_Rollo_Arn	\"Ouais, ça. And bro is always going on about it too.\" 	« Ouais, ça. Et frérot en parle tout le temps aussi. » 
EP_Rollo_Arn	\"Mauvaise idée. Throwing your vote away is a disgrace against democracy.\" 	« Mauvaise idée. Jeter ton vote est une honte pour la démocratie. » 
EP_Rollo_Arn	\"Okay.\" 	« D'accord. » 
EP_Rollo_Arn	\"On verra.\" 	« On verra. » 
EP_Rollo_Arn	\"Sure. You like Azgalian policy, but you're not Azgals. C'est logique.\" 	« Bien sûr. Tu aimes la politique azgalienne, mais t'es pas un Azgal. Ça se tient. » 
EP_Rollo_Arn	\"Enfin... I still disagree with a ton of their core principles. Like, we should have the right to stay united as humans. Otherwise we'll just disappear, like during the Coast War.\" 	« Enfin... je suis toujours en désaccord avec une tonne de leurs principes fondamentaux. Genre, on devrait avoir le droit de rester unis en tant qu'humains. Sinon on disparaîtra, comme pendant la Guerre de la Côte. » 
EP_Rollo_Arn	\"So...\" 	« Donc... » 
EP_Rollo_Arn	\"You're an Azgalian Nationalist. Rien de mal à ça.\" 	« Tu es un Nationaliste Azgalien. Rien de mal à ça. » 
EP_Rollo_Arn	\"You're an economic Azgalian, and cultural Nationalist. Ou quelque chose comme ça.\" 	« Tu es un Azgalien sur l'économie, et un Nationaliste culturel. Ou quelque chose dans le genre. » 
EP_Rollo_Arn	\"Bonne chance avec ça.\" 	« Bonne chance avec ça. » 
EP_Rollo_Arn	See? 	Tu vois ? 
EP_Rollo_Arn	\"J'y réfléchirai.\" 	« J'y réfléchirai. » 
EP_Rollo_Arn	\"Pardon.\" 	« Désolé. » 
EP_Rollo_Arn	\"Non, c'est — I'm the one who's sorry.\" 	« Non, c'est — c'est moi qui suis désolé. » 
EP_Rollo_Arn	\"Je comprends. Well, not really, but I'll let you be the judge of this man I have never met.\" 	« J'comprends. Enfin, pas vraiment, mais je te laisserai juger de cet homme que je n'ai jamais rencontré. » 
EP_Rollo_Arn	\"Yeah.\" 	« Ouais. » 
EP_Rollo_Arn	\"Yeah.\" 	« Ouais. » 
EP_Rollo_Arn	\"Yep.\" 	« Eh ouais. » 
EP_Rollo_Arn	\"Yeah.\" 	« Ouais. » 
EP_Rollo_Arn	\"Yeah. C'est... two months rent for us. So thanks.\" 	« Ouais. C'est... deux mois de loyer pour nous. Alors merci. » 
EP_Rollo_Arn	M-« Bonne chance pour gérer ce bordel. » 	« Bonne chance pour gérer ce bordel. »\"\" 
EP_Rollo_Arn	\"I never knew him. Pas vraiment.\" 	« Je ne l'ai jamais connu. Pas vraiment. » 
EP_Rollo_Arn	\"Je le pense.\" 	« Je crois. » 
EP_Rollo_Arn	\"Foutrement bien dit.\" 	« Foutrement bien dit. » 
EP_Rollo_Arn	E-« Ne vous attirez pas d'ennuis, les gars. » 	« Ne vous attirez pas d'ennuis 
EP_Rollo_Arn	\"Pas encore.\" 	« Pas encore. » 
EP_Rollo_Arn	\"What? C'est... kinda cool.\" 	« Quoi ? C'est... plutôt cool. » 
EP_Rollo_Arn	\"Réfléchis-y. It's a big decision.\" 	« Réfléchis-y. C'est une grande décision. » 
EP_Rollo_Arn	\"On verra. I don't have anything else going on anyhow. Might as well give it a try.\" 	« On verra. J'ai rien d'autre de prévu de toute façon. Autant tenter le coup. » 
EP_Rollo_Arn	\"Uh...\" 	« Euh... » 
EP_Rollo_Arn	\"Uh...\" 	« Euh... » 
EP_Rollo_Arn	\"Yeah?\" 	« Ouais ? » 
EP_Rollo_Arn	(Look.) 	(Regarder.) 
EP_Rollo_Arn	\"Ça a l'air dangereux.\" 	« Ça a l'air dangereux. » 
EP_Rollo_Arn	\"Eh.\" 	« Bof. » 
EP_Rollo_Arn	\"Euh. Ouais.\" 	« Euh. Ouais. » 
EP_Rollo_Arn	Darn. 	Zut. 
EP_Rollo_Arn	Vous le faites. 	Tu t'exécutes. 
EP_Rollo_Arn	(Prendre une profonde inspiration.) 	(Prendre une grande inspiration.) 
EP_Seagull	(Le saisir.) 	(L'attraper.) 
TS_Oyu	FC8 int-\"Holy hells, lady! Ça va ?\" (Step forward to assist her.) 	FC8 int-« Par les enfers, m'dame ! Ça va ? » (S'avancer pour l'assister.) 
TS_Oyu	Elle rit. \"I am no citizen of yours!\" 	Elle rit. « Je ne suis pas une de vos citoyennes ! » 
TS_Oyu	\"Let me introduce us formally. This here behind me, is my guardian. Cruel Wing. Winged Cruelty? Flying Evil. Quelque chose comme ça.\" 	« Permettez-moi de nous présenter formellement. Ce qui est derrière moi, est mon gardien. Aile Cruelle. Cruauté Ailée ? Mal Volant. Quelque chose comme ça. » 
TS_Oyu	It is! 	C'est elle ! 
TS_Oyu	E-« C'est tout pour l'instant. Merci, marchande. » 	« C'est tout pour l'instant. Merci 
TS_Oyu	\"Merci. It's an old rag and a stick.\" 	« Merci. C'est une vieille toile et un bâton. » 
TS_Oyu	\"No.\" 	« Non. » 
TS_Oyu	\"Non, non... it is way too wrong on my end. Hm...\" 	« Non, non... c'est bien trop faux de mon côté. Hm... » 
TS_Oyu	\"Yes.\" 	« Oui. » 
TS_Oyu	\"Potentiellement.\" 	« Potentiellement. » 
TS_Oyu	\"Yes.\" 	« Oui. » 
TS_Oyu	\"No.\" 	« Non. » 
TS_Oyu	\"Potentiellement.\" 	« Potentiellement. » 
TS_Oyu	\"Yes.\" 	« Oui. » 
TS_Oyu	\"No.\" 	« Non. » 
TS_Oyu	\"Potentiellement.\" 	« Potentiellement. » 
