VL_Visken	\"Merveilleux.\" 	« Merveilleux. » 
VL_Visken	La mort. C'est la mort. 	La mort. Ceci est la mort. 
VL_Visken	(Se contenter de le fixer.) 	(Simplement le fixer.) 
VL_Visken	\"Fort bien.\" 	« Très bien. » 
VL_Visken	\"Mm. Compréhensible.\" 	« Mm. Compréhensible. » 
VL_Visken	\"Your life is your own. You owe me nothing. Cependant...\" 	« Votre vie est la vôtre. Vous ne me devez rien. Cependant... » 
VL_Visken	\"Mm.\" 	« Mm. » 
VL_Visken	« Mmh-mmh. » 	« Mh-hm. » 
VL_Visken	\"Des excuses. I told Ôst to throw that thing away.\" 	« Mes excuses. J'avais dit à Ôst de jeter cette chose. » 
VL_Visken	\"Bien sûr. It must be confusing.\" 	« Bien sûr. Cela doit être déconcertant. » 
VL_Visken	Fair. 	Juste. 
VL_Visken	M-\"I have some other questions. Je crois.\" 	« J'ai d'autres questions. Je crois. » 
VL_Visken	« Quel malheur. » 	« Comme c'est affreux. » 
VL_Visken	\"Peut-être. You would know, Cleric.\" 	« Peut-être. Vous le sauriez, Clerc. » 
VL_Visken	Il vous toise de haut en bas. 	Il te toise de haut en bas. 
VL_Visken	\"Yes.\" 	« Oui. » 
VL_Visken	ROLL33 wis-Comprendre ce qui cloche chez ce gars. 	Comprendre ce qui cloche chez ce gars. 
VL_Visken	E-« Merci, au revoir. » 	« Merci 
VL_Visken	\"Hm.\" 	« Hm. » 
VL_Visken	\"Why?\" 	« Pourquoi ? » 
VL_Visken	\"Compréhensible.\" 	« Compréhensible. » 
VL_Visken	\"No.\" 	« Non. » 
VL_Visken	\"Milk?\" 	« Du lait ? » 
VL_Visken	\"No.\" 	« Non. » 
VL_Visken	« ...D'accord. » 	« ... D'accord. » 
VL_Visken	\"Oh...\" 	« Oh... » 
VL_Visken	\"Comme c'est intéressant.\" 	« Comme c'est intéressant. » 
VL_Visken	\"Je ne sais pas. But Je ne l'aime pas.\" 	« Je ne sais pas. Mais je n'aime pas ça. » 
