JC_Snell	\"That was a bit too close.\" 	« C'était un peu trop juste. » 
JC_Snell	He lets out a big sigh. 	Il laisse échapper un grand soupir. 
JC_Snell	The relief-kind. 	Du genre soulagé. 
JC_Snell	\"You okay, Cleric?\" 	« Ça va, Clerc ? » 
JC_Snell	You see a strained expression on your companion's face. 	Tu vois une expression tendue sur le visage de ton compagnon. 
JC_Snell	Yeah. He is still adjusting to the thought of having been dead. Crazy. 	Ouais. Il a encore du mal à digérer l'idée d'avoir été mort. Dingue. 
JC_Snell	\"I will be.\" 	« Ça ira. » 
JC_Snell	\"Fine enough.\" 	« Assez bien. » 
JC_Snell	(Give him a thumbs up.) 	(Lui faire un pouce levé.) 
JC_Snell	\"...Yeah.\" 	« ...Ouais. » 
JC_Snell	You see thoughts racing behind his eyes. 	Tu vois des pensées défiler derrière ses yeux. 
JC_Snell	\"It's freaky. Didn't expect it to just be <i>nothing</i> like that.\" 	« C'est flippant. Je m'attendais pas à ce que ce soit juste <i>rien</i> comme ça. » 
JC_Snell	That is expected. 	C'est attendu. 
JC_Snell	Revivify has a two minute timer, due to the soul generally not leaving the body until that time has passed. 	Rappel à la Vie a un délai de deux minutes, parce que l'âme ne quitte généralement pas le corps avant que ce temps ne soit écoulé. 
JC_Snell	DC10 wis-\"You were gone for less than two minutes. Your soul never left your corpse.\" 	DC10 wis-« Tu n'es resté absent que moins de deux minutes. Ton âme n'a jamais quitté ton corps. » 
JC_Snell	DC10 int-\"Your blood was rotted by Gorm's curse. You were unable to create any new memories while dead.\" 	DC10 int-« Ton sang a été corrompu par la malédiction de Gorm. Tu n'as pas pu créer de nouveaux souvenirs pendant que tu étais mort. » 
JC_Snell	\"Yeah. Freaky.\" 	« Ouais. Flippant. » 
JC_Snell	\"Sounds like it wasn't a big deal at all then. I... I'll have to deal with this later. On a spiritual level, or something.\" 	« On dirait que ce n'était pas grand-chose, alors. Je... je devrai gérer ça plus tard. Sur un plan spirituel, ou un truc. » 
JC_Snell	\"Right. That's freaky. I'll process that later.\" 	« D'accord. C'est flippant. Je digérerai ça plus tard. » 
JC_Snell	He blows out air, looking around the void. 	Il souffle, regardant autour de lui dans le vide. 
JC_Snell	\"We really need to get out of this place.\" 	« On doit vraiment se tirer de cet endroit. » 
JC_Snell	\"Yeah. Once we get out of here.\" 	« Ouais. Une fois qu'on sortira d'ici. » 
JC_Snell	\"Relatable.\" 	« Je te suis. » 
JC_Snell	\"That's what I want to hear.\" 	« C'est ce que je veux entendre. » 
JC_Snell	\"Now go talk with grandpa. He looks like he's got something to say.\" 	« Maintenant va parler à papi. Il a l'air d'avoir quelque chose à dire. » 
JC_Snell	\"That's not my grandpa, Snell.\" 	« Ce n'est pas mon papi, Snell. » 
JC_Snell	\"Good idea. I just need a breather.\" 	« Bonne idée. Il me faut juste reprendre mon souffle. » 
JC_Snell	\"<i>The old man</i>.\" 	« <i>Le vieil homme</i>. » 
JC_Snell	\"When have I ever been literal with my-\" 	« Quand ai-je jamais été littéral avec mes- » 
JC_Snell	\"I'm joking, Snell.\" 	« Je plaisante, Snell. » 
JC_Snell	(Let out a weird laugh.) 	(Pousser un rire étrange.) 
JC_Snell	The goblin looks at you and blinks. 	Le gobelin te regarde et cligne des yeux. 
JC_Snell	\"Fuck off.\" 	« Va te faire foutre. » 
JC_Snell	\"You're welcome.\" 	« Je vous en prie. » 
JC_Snell	\"Thanks.\" 	« Merci. » 
JC_Snell	The goblin chuckles and leans on his knees. 	Le gobelin glousse et s'appuie sur ses genoux. 
JC_Snell	\"...Thanks.\" 	« ...Merci. » 
JC_Snell	\"Yeah. Same.\" 	« Ouais. Pareil. » 
JC_Snell	(Take a deep breath.) Let's see what the old man wants. 	(Prendre une profonde inspiration.) Voyons ce que veut le vieil homme. 
JC_Snell	\"Yeah?\" 	« Ouais ? » 
JC_Snell	\"If you... had to like deal with someone in close combat. Like a paladin... or a cleric...\" 	« Si tu... devais genre affronter quelqu'un au corps-à-corps. Comme un paladin... ou un clerc... » 
JC_Snell	\"Like Lord Gorm.\" 	« Comme le Seigneur Gorm. » 
JC_Snell	\"Yeah. How would you deal with that, if it was <i>one-on-one</i>?\" 	« Ouais. Tu ferais comment, si c'était <i>en tête-à-tête</i> ? » 
JC_Snell	He taps his pocket. \"<i>Sling</i>. Wrap it around his neck. Try to climb up on his back.\" 	Il tapote sa poche. « <i>Fronde</i>. La passer autour de son cou. Essayer de lui monter sur le dos. » 
JC_Snell	\"This baby can handle all kinds of pressure. If I get the right move in, doesn't matter how strong he is, I'm taking him down.\" 	« Ce petit bijou peut encaisser toutes sortes de pression. Si je place le bon mouvement, peu importe sa force, je le mets à terre. » 
JC_Snell	\"Now, that wasn't really an option in this fight. You saw how quick he was.\" 	« Cela dit, c'était pas vraiment une option dans ce combat. T'as vu sa vitesse. » 
JC_Snell	(Touch your neck.) \"Yeah. Just something I thought about.\" 	(Te toucher le cou.) « Ouais. Juste un truc auquel j'ai pensé. » 
JC_Snell	<i>\"I'm sorry, Cleric.\"</i> 	<i>« Je suis désolé, Clerc. »</i> 
JC_Snell	\"Right. Well.\" 	« D'accord. Bon. » 
JC_Snell	\"Sorry. That must have been intense.\" 	« Désolé. Ça a dû être intense. » 
JC_Snell	\"Yeah.\" 	« Ouais. » 
JC_Snell	\"...Yeah.\" 	« ...Ouais. » 
JC_Snell	\"You know, thinking back- I'm fairly certain he was going to cast the exact same thing on you, too.\" 	« Tu sais, en y repensant - je suis presque sûr qu'il allait te lancer exactement le même sort. » 
JC_Snell	\"I guess I was the bigger threat.\" 	« J'imagine que j'étais la plus grosse menace. » 
JC_Snell	\"...Let's not think too much into it.\" 	« ...N'y pensons pas trop. » 
JC_Snell	\"He should have done me first. I'm the healer, after all.\" 	« Il aurait dû s'occuper de moi en premier. Je suis le soigneur, après tout. » 
JC_Snell	The goblin laughs. His voice echoes out ominously far across the esoteric waters. 	Le gobelin rit. Sa voix résonne sinistrement, très loin sur les eaux ésotériques. 
JC_Snell	\"Yeah. I don't think tactics was his strong side. Which is lucky for us.\" 	« Ouais. Je pense pas que la tactique était son fort. Ce qui est une chance pour nous. » 
JC_Snell	He scoffs. 	Il ricane. 
JC_Snell	\"Now seriously, let's head over there.\" 	« Maintenant, sérieux, allons par là. » 
JC_Gorm	\"Greetings, brother.\" 	« Salutations, frère. » 
JC_Gorm	(Stare at him.) 	(Le fixer.) 
JC_Gorm	\"Greetings.\" 	« Salutations. » 
JC_Gorm	\"Wait, are you...?\" 	« Attends, es-tu... ? » 
JC_Gorm	He bows before you. 	Il s'incline devant toi. 
JC_Gorm	\"My name is Gorm Skaldeman, Loyal Servant of Urth.\" 	« Mon nom est Gorm Skaldeman, Loyal Serviteur d'Urth. » 
JC_Gorm	He needs your help. 	Il a besoin de ton aide. 
JC_Gorm	\"I need your help.\" 	« J'ai besoin de ton aide. » 
JC_Gorm	<i>You</i> need help. 	<i>Tu</i> as besoin d'aide. 
JC_Gorm	You see the writhing corruption upon his arm. It causes him to shake. 	Tu vois la corruption tortueuse sur son bras. Elle le fait trembler. 
JC_Gorm	LORD GORM! 	SEIGNEUR GORM ! 
JC_Gorm	Choking. That sling around your neck. 	Étouffant. Cette fronde autour de ton cou. 
JC_Gorm	Touched by the VOID. 	Touché par le VIDE. 
JC_Gorm	He appears sane enough. Somehow. 	Il paraît assez sain d'esprit. D'une manière ou d'une autre. 
JC_Gorm	So that is how it is. 	Voilà comment c'est. 
JC_Gorm	Wasn't a rogue spellcaster. 	Ce n'était pas un lanceur de sorts renégat. 
JC_Gorm	A rogue <i>paladin</i>. 	Un <i>paladin</i> renégat. 
JC_Gorm	You hear the whisper. The PLEADING. 	Tu entends le murmure. La SUPPLIQUE. 
JC_Gorm	\"I do not recognize <i>that</i> as the regular Urthguard helm. Is it... a pot?\" 	« Je ne reconnais pas <i>cela</i> comme le heaume habituel de la Garde-d'Urth. Est-ce... un pot ? » 
JC_Gorm	\"I would ask why you are wearing a bucket over your head, but I don't feel like I am in any position to ask questions about aesthetics here.\" 	« Je te demanderais pourquoi tu portes un seau sur la tête, mais je ne me sens pas en position de poser des questions sur l'esthétique ici. » 
JC_Gorm	<i>\"I'm sorry, Cleric.\"</i> 	<i>« Je suis désolé, Clerc. »</i> 
JC_Gorm	<i>\"I'm sorry.\"</i> 	<i>« Je suis désolé. »</i> 
JC_Gorm	\"My lord!\" (Kneel.) 	« Mon seigneur ! » (S'agenouiller.) 
JC_Gorm	(Get ready.) \"Explain yourself.\" 	(Se préparer.) « Explique-toi. » 
JC_Gorm	\"You need my help?\" 	« Tu as besoin de mon aide ? » 
JC_Gorm	You're not sure. 	Tu n'es pas sûr. 
JC_Gorm	It might be a voice Beyond. Or something closer. 	Cela pourrait être une voix de l'Au-Delà. Ou quelque chose de plus proche. 
JC_Gorm	Look- whatever your gut's mumbling about, ignore it. 	Écoute — peu importe ce que tes tripes marmonnent, ignore-les. 
JC_Gorm	You've got a paladin to focus on! 	Tu as un paladin sur qui te concentrer ! 
JC_Gorm	Whatever it is, you feel a sense of injustice. 	Quoi que ce soit, tu ressens un sens d'injustice. 
JC_Gorm	You must do better. 	Tu dois faire mieux. 
JC_Gorm	Regret? Maybe? Yeah, that's what it seems like. 	Du regret ? Peut-être ? Ouais, c'est ce que ça paraît. 
